			AGREE(back,nonlocal)	AGREE(front,local)	AGREE(nonhigh_front,local)	AGREE(low_front,local)	AGREE(double_front,local)	USE_FRONT/bilabial__	USE_FRONT/[+cor,+son]__	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
Álorens	Álorensnak	0	0	1	1	1	0	0	0	1	1	0
Álorens	Álorensnek	1	1	0	0	0	0	0	0	0	0	0
Aveg	Avegnak	0	0	1	1	1	0	0	0	0	0	0
Aveg	Avegnek	1	1	0	0	0	0	0	0	0	0	0
csem	csemnak	0	0	1	1	1	0	1	0	0	0	0
csem	csemnek	1	0	0	0	0	0	0	0	0	0	0
Rágzéng	Rágzéngnak	0	0	1	1	0	0	0	0	0	1	0
Rágzéng	Rágzéngnek	1	1	0	0	0	0	0	0	0	0	0
Hulyéb	Hulyébnak	0	0	1	1	0	0	1	0	0	0	0
Hulyéb	Hulyébnek	1	1	0	0	0	0	0	0	0	0	0
ket	ketnak	0	0	1	1	1	0	0	0	0	0	0
ket	ketnek	1	0	0	0	0	0	0	0	0	0	0
jes	jesnak	0	0	1	1	1	0	0	0	1	0	0
jes	jesnek	1	0	0	0	0	0	0	0	0	0	0
magell	magellnak	0	0	1	1	1	0	0	1	0	1	0
magell	magellnek	1	1	0	0	0	0	0	0	0	0	0
Kvim	Kvimnak	0	0	1	0	0	0	1	0	0	0	0
Kvim	Kvimnek	1	0	0	0	0	0	0	0	0	0	0
szugeny	szugenynak	0	0	1	1	1	0	0	1	0	0	0
szugeny	szugenynek	1	1	0	0	0	0	0	0	0	0	0
prársótilt	prársótiltnak	1	0	1	0	0	0	0	0	0	1	0
prársótilt	prársótiltnek	0	1	0	0	0	0	0	0	0	0	0
sél	sélnak	0	0	1	1	0	0	0	1	0	0	0
sél	sélnek	1	0	0	0	0	0	0	0	0	0	0
Orzés	Orzésnak	1	0	1	1	0	0	0	0	1	0	0
Orzés	Orzésnek	0	1	0	0	0	0	0	0	0	0	0
Zebb	Zebbnak	0	0	1	1	1	0	1	0	0	1	0
Zebb	Zebbnek	1	0	0	0	0	0	0	0	0	0	0
Natotes	Natotesnak	0	0	1	1	1	0	0	0	1	0	0
Natotes	Natotesnek	1	1	0	0	0	0	0	0	0	0	0
Irr	Irrnak	0	0	1	0	0	0	0	1	0	1	0
Irr	Irrnek	1	0	0	0	0	0	0	0	0	0	0
cseg	csegnak	0	0	1	1	1	0	0	0	0	0	0
cseg	csegnek	1	0	0	0	0	0	0	0	0	0	0
kázenks	kázenksnak	0	0	1	1	1	0	0	0	1	1	0
kázenks	kázenksnek	1	1	0	0	0	0	0	0	0	0	0
pantett	pantettnak	1	0	1	1	1	0	0	0	0	1	0
pantett	pantettnek	0	1	0	0	0	0	0	0	0	0	0
Zses	Zsesnak	0	0	1	1	1	0	0	0	1	0	0
Zses	Zsesnek	1	0	0	0	0	0	0	0	0	0	0
pátóze	pátózenak	0	0	1	1	1	0	0	0	0	0	0
pátóze	pátózenek	1	1	0	0	0	0	0	0	0	0	0
Hatiss	Hatissnak	1	0	1	0	0	0	0	0	1	1	0
Hatiss	Hatissnek	0	1	0	0	0	0	0	0	0	0	0
ep	epnak	0	0	1	1	1	0	1	0	0	0	0
ep	epnek	1	0	0	0	0	0	0	0	0	0	0
sapehn	sapehnnak	0	0	1	1	1	0	0	1	0	1	0
sapehn	sapehnnek	1	1	0	0	0	0	0	0	0	0	0
ett	ettnak	0	0	1	1	1	0	0	0	0	1	0
ett	ettnek	1	0	0	0	0	0	0	0	0	0	0
Kodájtís	Kodájtísnak	1	0	1	0	0	0	0	0	1	0	0
Kodájtís	Kodájtísnek	0	1	0	0	0	0	0	0	0	0	0
Szazebb	Szazebbnak	0	0	1	1	1	0	1	0	0	1	0
Szazebb	Szazebbnek	1	1	0	0	0	0	0	0	0	0	0
Hep	Hepnak	0	0	1	1	1	0	1	0	0	0	0
Hep	Hepnek	1	0	0	0	0	0	0	0	0	0	0
Mákser	Máksernak	0	0	1	1	1	0	0	1	0	0	0
Mákser	Máksernek	1	1	0	0	0	0	0	0	0	0	0
fásinyszin	fásinyszinnak	0	0	1	0	0	1	0	1	0	0	0
fásinyszin	fásinyszinnek	1	1	0	0	0	0	0	0	0	0	0
zett	zettnak	0	0	1	1	1	0	0	0	0	1	0
zett	zettnek	1	0	0	0	0	0	0	0	0	0	0
ík	íknak	1	0	1	0	0	0	0	0	0	0	0
ík	íknek	0	0	0	0	0	0	0	0	0	0	1
Szélt	Széltnak	0	0	1	1	0	0	0	0	0	1	0
Szélt	Széltnek	1	0	0	0	0	0	0	0	0	0	0
fártélil	fártélilnak	0	0	1	0	0	1	0	1	0	0	0
fártélil	fártélilnek	1	1	0	0	0	0	0	0	0	0	0
Votlélmins	Votlélminsnak	0	0	1	0	0	1	0	0	1	1	0
Votlélmins	Votlélminsnek	1	1	0	0	0	0	0	0	0	0	0
kákeg	kákegnak	0	0	1	1	1	0	0	0	0	0	0
kákeg	kákegnek	1	1	0	0	0	0	0	0	0	0	0
buzeln	buzelnnak	0	0	1	1	1	0	0	1	0	1	0
buzeln	buzelnnek	1	1	0	0	0	0	0	0	0	0	0
szes	szesnak	0	0	1	1	1	0	0	0	1	0	0
szes	szesnek	1	0	0	0	0	0	0	0	0	0	0
Hálmengég	Hálmengégnak	0	0	1	1	0	1	0	0	0	0	0
Hálmengég	Hálmengégnek	1	1	0	0	0	0	0	0	0	0	0
Móritrip	Móritripnak	0	0	1	0	0	1	1	0	0	0	0
Móritrip	Móritripnek	1	1	0	0	0	0	0	0	0	0	0
Zes	Zesnak	0	0	1	1	1	0	0	0	1	0	0
Zes	Zesnek	1	0	0	0	0	0	0	0	0	0	0
Bazeril	Bazerilnak	0	0	1	0	0	1	0	1	0	0	0
Bazeril	Bazerilnek	1	1	0	0	0	0	0	0	0	0	0
jelm	jelmnak	0	0	1	1	1	0	1	0	0	1	0
jelm	jelmnek	1	0	0	0	0	0	0	0	0	0	0
vírv	vírvnak	0	0	1	0	0	0	0	0	0	1	0
vírv	vírvnek	1	0	0	0	0	0	0	0	0	0	1
veb	vebnak	0	0	1	1	1	0	1	0	0	0	0
veb	vebnek	1	0	0	0	0	0	0	0	0	0	0
Grótitént	Grótiténtnak	1	0	1	1	0	1	0	0	0	1	0
Grótitént	Grótiténtnek	0	1	0	0	0	0	0	0	0	0	0
posztes	posztesnak	0	0	1	1	1	0	0	0	1	0	0
posztes	posztesnek	1	1	0	0	0	0	0	0	0	0	0
Boknyil	Boknyilnak	1	0	1	0	0	0	0	1	0	0	0
Boknyil	Boknyilnek	0	1	0	0	0	0	0	0	0	0	0
nég	négnak	0	0	1	1	0	0	0	0	0	0	0
nég	négnek	1	0	0	0	0	0	0	0	0	0	0
fép	fépnak	0	0	1	1	0	0	1	0	0	0	0
fép	fépnek	1	0	0	0	0	0	0	0	0	0	0
fer	fernak	0	0	1	1	1	0	0	1	0	0	0
fer	fernek	1	0	0	0	0	0	0	0	0	0	0
Áderélgy	Áderélgynak	0	0	1	1	0	1	0	0	0	1	0
Áderélgy	Áderélgynek	1	1	0	0	0	0	0	0	0	0	0
Langes	Langesnak	0	0	1	1	1	0	0	0	1	0	0
Langes	Langesnek	1	1	0	0	0	0	0	0	0	0	0
Donéleg	Donélegnak	0	0	1	1	1	1	0	0	0	0	0
Donéleg	Donélegnek	1	1	0	0	0	0	0	0	0	0	0
Nágyehn	Nágyehnnak	0	0	1	1	1	0	0	1	0	1	0
Nágyehn	Nágyehnnek	1	1	0	0	0	0	0	0	0	0	0
kaedénc	kaedéncnak	1	0	1	1	0	1	0	0	1	1	0
kaedénc	kaedéncnek	0	1	0	0	0	0	0	0	0	0	0
ébb	ébbnak	0	0	1	1	0	0	1	0	0	1	0
ébb	ébbnek	1	0	0	0	0	0	0	0	0	0	0
tányem	tányemnak	0	0	1	1	1	0	1	0	0	0	0
tányem	tányemnek	1	1	0	0	0	0	0	0	0	0	0
Vamzérfell	Vamzérfellnak	0	0	1	1	1	1	0	1	0	1	0
Vamzérfell	Vamzérfellnek	1	1	0	0	0	0	0	0	0	0	0
atahes	atahesnak	0	0	1	1	1	0	0	0	1	0	0
atahes	atahesnek	1	1	0	0	0	0	0	0	0	0	0
Otebb	Otebbnak	0	0	1	1	1	0	1	0	0	1	0
Otebb	Otebbnek	1	1	0	0	0	0	0	0	0	0	0
gem	gemnak	0	0	1	1	1	0	1	0	0	0	0
gem	gemnek	1	0	0	0	0	0	0	0	0	0	0
bes	besnak	0	0	1	1	1	0	0	0	1	0	0
bes	besnek	1	0	0	0	0	0	0	0	0	0	0
baladem	balademnak	0	0	1	1	1	0	1	0	0	0	0
baladem	balademnek	1	1	0	0	0	0	0	0	0	0	0
Spámelyinc	Spámelyincnak	0	0	1	0	0	1	0	0	1	1	0
Spámelyinc	Spámelyincnek	1	1	0	0	0	0	0	0	0	0	0
Sartéze	Sartézenak	0	0	1	1	1	1	0	0	0	0	0
Sartéze	Sartézenek	1	1	0	0	0	0	0	0	0	0	0
Anyert	Anyertnak	0	0	1	1	1	0	0	0	0	1	0
Anyert	Anyertnek	1	1	0	0	0	0	0	0	0	0	0
Fazdi	Fazdinak	1	0	1	0	0	0	0	0	0	0	0
Fazdi	Fazdinek	0	1	0	0	0	0	0	0	0	0	0
nen	nennak	0	0	1	1	1	0	0	1	0	0	0
nen	nennek	1	0	0	0	0	0	0	0	0	0	0
atuditt	atudittnak	0	0	1	0	0	0	0	0	0	1	0
atuditt	atudittnek	1	1	0	0	0	0	0	0	0	0	0
svoten	svotennak	0	0	1	1	1	0	0	1	0	0	0
svoten	svotennek	1	1	0	0	0	0	0	0	0	0	0
Csessz	Csessznak	0	0	1	1	1	0	0	0	1	1	0
Csessz	Csessznek	1	0	0	0	0	0	0	0	0	0	0
dúndémb	dúndémbnak	0	0	1	1	0	0	1	0	0	1	0
dúndémb	dúndémbnek	1	1	0	0	0	0	0	0	0	0	0
Osznelt	Oszneltnak	0	0	1	1	1	0	0	0	0	1	0
Osznelt	Oszneltnek	1	1	0	0	0	0	0	0	0	0	0
moggászég	moggászégnak	0	0	1	1	0	0	0	0	0	0	0
moggászég	moggászégnek	1	1	0	0	0	0	0	0	0	0	0
olit	olitnak	1	0	1	0	0	0	0	0	0	0	0
olit	olitnek	0	1	0	0	0	0	0	0	0	0	0
áregtim	áregtimnak	0	0	1	0	0	1	1	0	0	0	0
áregtim	áregtimnek	1	1	0	0	0	0	0	0	0	0	0
Olcalín	Olcalínnak	1	0	1	0	0	0	0	1	0	0	0
Olcalín	Olcalínnek	0	1	0	0	0	0	0	0	0	0	0
Mábríkes	Mábríkesnak	0	0	1	1	1	1	0	0	1	0	0
Mábríkes	Mábríkesnek	1	1	0	0	0	0	0	0	0	0	0
Afilérr	Afilérrnak	0	0	1	1	0	1	0	1	0	1	0
Afilérr	Afilérrnek	1	1	0	0	0	0	0	0	0	0	0
Loreny	Lorenynak	0	0	1	1	1	0	0	1	0	0	0
Loreny	Lorenynek	1	1	0	0	0	0	0	0	0	0	0
Plálem	Plálemnak	0	0	1	1	1	0	1	0	0	0	0
Plálem	Plálemnek	1	1	0	0	0	0	0	0	0	0	0
mágélk	mágélknak	0	0	1	1	0	0	0	0	0	1	0
mágélk	mágélknek	1	1	0	0	0	0	0	0	0	0	0
pes	pesnak	0	0	1	1	1	0	0	0	1	0	0
pes	pesnek	1	0	0	0	0	0	0	0	0	0	0
nyem	nyemnak	0	0	1	1	1	0	1	0	0	0	0
nyem	nyemnek	1	0	0	0	0	0	0	0	0	0	0
szib	szibnak	0	0	1	0	0	0	1	0	0	0	0
szib	szibnek	1	0	0	0	0	0	0	0	0	0	0
Kászén	Kászénnak	0	0	1	1	0	0	0	1	0	0	0
Kászén	Kászénnek	1	1	0	0	0	0	0	0	0	0	0
notvóilt	notvóiltnak	1	0	1	0	0	0	0	0	0	1	0
notvóilt	notvóiltnek	0	1	0	0	0	0	0	0	0	0	0
milm	milmnak	0	0	1	0	0	0	1	0	0	1	0
milm	milmnek	1	0	0	0	0	0	0	0	0	0	0
kásszirn	kásszirnnak	1	0	1	0	0	0	0	1	0	1	0
kásszirn	kásszirnnek	0	1	0	0	0	0	0	0	0	0	0
Fré	Frénak	0	0	1	1	0	0	0	0	0	0	0
Fré	Frének	1	0	0	0	0	0	0	0	0	0	0
Kondlíllís	Kondlíllísnak	1	0	1	0	0	1	0	0	1	0	0
Kondlíllís	Kondlíllísnek	0	1	0	0	0	0	0	0	0	0	0
Kávármérz	Kávármérznak	0	0	1	1	0	0	0	0	1	1	0
Kávármérz	Kávármérznek	1	1	0	0	0	0	0	0	0	0	0
Rufgore	Rufgorenak	1	0	1	1	1	0	0	0	0	0	0
Rufgore	Rufgorenek	0	1	0	0	0	0	0	0	0	0	0
fovénd	fovéndnak	1	0	1	1	0	0	0	0	0	1	0
fovénd	fovéndnek	0	1	0	0	0	0	0	0	0	0	0
Pontill	Pontillnak	1	0	1	0	0	0	0	1	0	1	0
Pontill	Pontillnek	0	1	0	0	0	0	0	0	0	0	0
barvaves	barvavesnak	0	0	1	1	1	0	0	0	1	0	0
barvaves	barvavesnek	1	1	0	0	0	0	0	0	0	0	0
zés	zésnak	0	0	1	1	0	0	0	0	1	0	0
zés	zésnek	1	0	0	0	0	0	0	0	0	0	0
Hem	Hemnak	0	0	1	1	1	0	1	0	0	0	0
Hem	Hemnek	1	0	0	0	0	0	0	0	0	0	0
ódátér	ódátérnak	0	0	1	1	0	0	0	1	0	0	0
ódátér	ódátérnek	1	1	0	0	0	0	0	0	0	0	0
almoi	almoinak	1	0	1	0	0	0	0	0	0	0	0
almoi	almoinek	0	1	0	0	0	0	0	0	0	0	0
bádén	bádénnak	1	0	1	1	0	0	0	1	0	0	0
bádén	bádénnek	0	1	0	0	0	0	0	0	0	0	0
arve	arvenak	1	0	1	1	1	0	0	0	0	0	0
arve	arvenek	0	1	0	0	0	0	0	0	0	0	0
Onyamses	Onyamsesnak	0	0	1	1	1	0	0	0	1	0	0
Onyamses	Onyamsesnek	1	1	0	0	0	0	0	0	0	0	0
Háncenszin	Háncenszinnak	0	0	1	0	0	1	0	1	0	0	0
Háncenszin	Háncenszinnek	1	1	0	0	0	0	0	0	0	0	0
Irs	Irsnak	0	0	1	0	0	0	0	0	1	1	0
Irs	Irsnek	1	0	0	0	0	0	0	0	0	0	0
Matezgelt	Matezgeltnak	0	0	1	1	1	1	0	0	0	1	0
Matezgelt	Matezgeltnek	1	1	0	0	0	0	0	0	0	0	0
térk	térknak	0	0	1	1	0	0	0	0	0	1	0
térk	térknek	1	0	0	0	0	0	0	0	0	0	0
Héb	Hébnak	0	0	1	1	0	0	1	0	0	0	0
Héb	Hébnek	1	0	0	0	0	0	0	0	0	0	0
csazécs	csazécsnak	0	0	1	1	0	0	0	0	1	0	0
csazécs	csazécsnek	1	1	0	0	0	0	0	0	0	0	0
Tent	Tentnak	0	0	1	1	1	0	0	0	0	1	0
Tent	Tentnek	1	0	0	0	0	0	0	0	0	0	0
csibb	csibbnak	0	0	1	0	0	0	1	0	0	1	0
csibb	csibbnek	1	0	0	0	0	0	0	0	0	0	0
tes	tesnak	0	0	1	1	1	0	0	0	1	0	0
tes	tesnek	1	0	0	0	0	0	0	0	0	0	0
Csossény	Csossénynak	0	0	1	1	0	0	0	1	0	0	0
Csossény	Csossénynek	1	1	0	0	0	0	0	0	0	0	0
rajizém	rajizémnak	0	0	1	1	0	1	1	0	0	0	0
rajizém	rajizémnek	1	1	0	0	0	0	0	0	0	0	0
Pábin	Pábinnak	0	0	1	0	0	0	0	1	0	0	0
Pábin	Pábinnek	1	1	0	0	0	0	0	0	0	0	0
Válkiszeg	Válkiszegnak	0	0	1	1	1	1	0	0	0	0	0
Válkiszeg	Válkiszegnek	1	1	0	0	0	0	0	0	0	0	0
gyárelt	gyáreltnak	0	0	1	1	1	0	0	0	0	1	0
gyárelt	gyáreltnek	1	1	0	0	0	0	0	0	0	0	0
Ádsell	Ádsellnak	0	0	1	1	1	0	0	1	0	1	0
Ádsell	Ádsellnek	1	1	0	0	0	0	0	0	0	0	0
ályim	ályimnak	0	0	1	0	0	0	1	0	0	0	0
ályim	ályimnek	1	1	0	0	0	0	0	0	0	0	0
feg	fegnak	0	0	1	1	1	0	0	0	0	0	0
feg	fegnek	1	0	0	0	0	0	0	0	0	0	0
hibb	hibbnak	0	0	1	0	0	0	1	0	0	1	0
hibb	hibbnek	1	0	0	0	0	0	0	0	0	0	0
léns	lénsnak	0	0	1	1	0	0	0	0	1	1	0
léns	lénsnek	1	0	0	0	0	0	0	0	0	0	0
Havalel	Havalelnak	0	0	1	1	1	0	0	1	0	0	0
Havalel	Havalelnek	1	1	0	0	0	0	0	0	0	0	0
káktragep	káktragepnak	0	0	1	1	1	0	1	0	0	0	0
káktragep	káktragepnek	1	1	0	0	0	0	0	0	0	0	0
Berv	Bervnak	0	0	1	1	1	0	0	0	0	1	0
Berv	Bervnek	1	0	0	0	0	0	0	0	0	0	0
tatijtés	tatijtésnak	0	0	1	1	0	1	0	0	1	0	0
tatijtés	tatijtésnek	1	1	0	0	0	0	0	0	0	0	0
táltselt	táltseltnak	1	0	1	1	1	0	0	0	0	1	0
táltselt	táltseltnek	0	1	0	0	0	0	0	0	0	0	0
gis	gisnak	0	0	1	0	0	0	0	0	1	0	0
gis	gisnek	1	0	0	0	0	0	0	0	0	0	0
Astole	Astolenak	1	0	1	1	1	0	0	0	0	0	0
Astole	Astolenek	0	1	0	0	0	0	0	0	0	0	0
Ahote	Ahotenak	1	0	1	1	1	0	0	0	0	0	0
Ahote	Ahotenek	0	1	0	0	0	0	0	0	0	0	0
Tébb	Tébbnak	0	0	1	1	0	0	1	0	0	1	0
Tébb	Tébbnek	1	0	0	0	0	0	0	0	0	0	0
Anyins	Anyinsnak	1	0	1	0	0	0	0	0	1	1	0
Anyins	Anyinsnek	0	1	0	0	0	0	0	0	0	0	0
lazlirny	lazlirnynak	0	0	1	0	0	0	0	1	0	1	0
lazlirny	lazlirnynek	1	1	0	0	0	0	0	0	0	0	0
torém	torémnak	0	0	1	1	0	0	1	0	0	0	0
torém	torémnek	1	1	0	0	0	0	0	0	0	0	0
tázeny	tázenynak	1	0	1	1	1	0	0	1	0	0	0
tázeny	tázenynek	0	1	0	0	0	0	0	0	0	0	0
Mákadéls	Mákadélsnak	1	0	1	1	0	0	0	0	1	1	0
Mákadéls	Mákadélsnek	0	1	0	0	0	0	0	0	0	0	0
ányég	ányégnak	1	0	1	1	0	0	0	0	0	0	0
ányég	ányégnek	0	1	0	0	0	0	0	0	0	0	0
Goler	Golernak	0	0	1	1	1	0	0	1	0	0	0
Goler	Golernek	1	1	0	0	0	0	0	0	0	0	0
mebb	mebbnak	0	0	1	1	1	0	1	0	0	1	0
mebb	mebbnek	1	0	0	0	0	0	0	0	0	0	0
més	mésnak	0	0	1	1	0	0	0	0	1	0	0
més	mésnek	1	0	0	0	0	0	0	0	0	0	0
háves	hávesnak	0	0	1	1	1	0	0	0	1	0	0
háves	hávesnek	1	1	0	0	0	0	0	0	0	0	0
Hény	Hénynak	0	0	1	1	0	0	0	1	0	0	0
Hény	Hénynek	1	0	0	0	0	0	0	0	0	0	0
Sozéll	Sozéllnak	0	0	1	1	0	0	0	1	0	1	0
Sozéll	Sozéllnek	1	1	0	0	0	0	0	0	0	0	0
Dodvi	Dodvinak	0	0	1	0	0	0	0	0	0	0	0
Dodvi	Dodvinek	1	1	0	0	0	0	0	0	0	0	0
Dasúlist	Dasúlistnak	0	0	1	0	0	0	0	0	0	1	0
Dasúlist	Dasúlistnek	1	1	0	0	0	0	0	0	0	0	0
szustágém	szustágémnak	0	0	1	1	0	0	1	0	0	0	0
szustágém	szustágémnek	1	1	0	0	0	0	0	0	0	0	0
vazigíft	vazigíftnak	0	0	1	0	0	1	0	0	0	1	0
vazigíft	vazigíftnek	1	1	0	0	0	0	0	0	0	0	0
pep	pepnak	0	0	1	1	1	0	1	0	0	0	0
pep	pepnek	1	0	0	0	0	0	0	0	0	0	0
Szakek	Szakeknak	0	0	1	1	1	0	0	0	0	0	0
Szakek	Szakeknek	1	1	0	0	0	0	0	0	0	0	0
agi	aginak	1	0	1	0	0	0	0	0	0	0	0
agi	aginek	0	1	0	0	0	0	0	0	0	0	0
Kilt	Kiltnak	0	0	1	0	0	0	0	0	0	1	0
Kilt	Kiltnek	1	0	0	0	0	0	0	0	0	0	0
jábjés	jábjésnak	0	0	1	1	0	0	0	0	1	0	0
jábjés	jábjésnek	1	1	0	0	0	0	0	0	0	0	0
julmebb	julmebbnak	0	0	1	1	1	0	1	0	0	1	0
julmebb	julmebbnek	1	1	0	0	0	0	0	0	0	0	0
filt	filtnak	0	0	1	0	0	0	0	0	0	1	0
filt	filtnek	1	0	0	0	0	0	0	0	0	0	0
Sposzkázzér	Sposzkázzérnak	0	0	1	1	0	0	0	1	0	0	0
Sposzkázzér	Sposzkázzérnek	1	1	0	0	0	0	0	0	0	0	0
Kumbiszés	Kumbiszésnak	0	0	1	1	0	1	0	0	1	0	0
Kumbiszés	Kumbiszésnek	1	1	0	0	0	0	0	0	0	0	0
Tenc	Tencnak	0	0	1	1	1	0	0	0	1	1	0
Tenc	Tencnek	1	0	0	0	0	0	0	0	0	0	0
Hálupem	Hálupemnak	0	0	1	1	1	0	1	0	0	0	0
Hálupem	Hálupemnek	1	1	0	0	0	0	0	0	0	0	0
tádep	tádepnak	0	0	1	1	1	0	1	0	0	0	0
tádep	tádepnek	1	1	0	0	0	0	0	0	0	0	0
bancsnemer	bancsnemernak	0	0	1	1	1	1	0	1	0	0	0
bancsnemer	bancsnemernek	1	1	0	0	0	0	0	0	0	0	0
pasern	pasernnak	0	0	1	1	1	0	0	1	0	1	0
pasern	pasernnek	1	1	0	0	0	0	0	0	0	0	0
Fóler	Fólernak	1	0	1	1	1	0	0	1	0	0	0
Fóler	Fólernek	0	1	0	0	0	0	0	0	0	0	0
gyómdét	gyómdétnak	0	0	1	1	0	0	0	0	0	0	0
gyómdét	gyómdétnek	1	1	0	0	0	0	0	0	0	0	0
Szvázálmép	Szvázálmépnak	0	0	1	1	0	0	1	0	0	0	0
Szvázálmép	Szvázálmépnek	1	1	0	0	0	0	0	0	0	0	0
donémíbb	donémíbbnak	0	0	1	0	0	1	1	0	0	1	0
donémíbb	donémíbbnek	1	1	0	0	0	0	0	0	0	0	0
fákens	fákensnak	1	0	1	1	1	0	0	0	1	1	0
fákens	fákensnek	0	1	0	0	0	0	0	0	0	0	0
londénty	londéntynak	0	0	1	1	0	0	0	0	0	1	0
londénty	londéntynek	1	1	0	0	0	0	0	0	0	0	0
Hájékk	Hájékknak	1	0	1	1	0	0	0	0	0	1	0
Hájékk	Hájékknek	0	1	0	0	0	0	0	0	0	0	0
Gyánykis	Gyánykisnak	0	0	1	0	0	0	0	0	1	0	0
Gyánykis	Gyánykisnek	1	1	0	0	0	0	0	0	0	0	0
Vém	Vémnak	0	0	1	1	0	0	1	0	0	0	0
Vém	Vémnek	1	0	0	0	0	0	0	0	0	0	0
Prafég	Prafégnak	0	0	1	1	0	0	0	0	0	0	0
Prafég	Prafégnek	1	1	0	0	0	0	0	0	0	0	0
klotel	klotelnak	0	0	1	1	1	0	0	1	0	0	0
klotel	klotelnek	1	1	0	0	0	0	0	0	0	0	0
ézs	ézsnak	0	0	1	1	0	0	0	0	1	0	0
ézs	ézsnek	1	0	0	0	0	0	0	0	0	0	0
móntingsztéll	móntingsztéllnak	0	0	1	1	0	1	0	1	0	1	0
móntingsztéll	móntingsztéllnek	1	1	0	0	0	0	0	0	0	0	0
Kumett	Kumettnak	0	0	1	1	1	0	0	0	0	1	0
Kumett	Kumettnek	1	1	0	0	0	0	0	0	0	0	0
butitelt	butiteltnak	1	0	1	1	1	1	0	0	0	1	0
butitelt	butiteltnek	0	1	0	0	0	0	0	0	0	0	0
Mém	Mémnak	0	0	1	1	0	0	1	0	0	0	0
Mém	Mémnek	1	0	0	0	0	0	0	0	0	0	0
protaleb	protalebnak	1	0	1	1	1	0	1	0	0	0	0
protaleb	protalebnek	0	1	0	0	0	0	0	0	0	0	0
gelm	gelmnak	0	0	1	1	1	0	1	0	0	1	0
gelm	gelmnek	1	0	0	0	0	0	0	0	0	0	0
plén	plénnak	0	0	1	1	0	0	0	1	0	0	0
plén	plénnek	1	0	0	0	0	0	0	0	0	0	0
Dogég	Dogégnak	1	0	1	1	0	0	0	0	0	0	0
Dogég	Dogégnek	0	1	0	0	0	0	0	0	0	0	0
Szórtutsérr	Szórtutsérrnak	0	0	1	1	0	0	0	1	0	1	0
Szórtutsérr	Szórtutsérrnek	1	1	0	0	0	0	0	0	0	0	0
Múgyes	Múgyesnak	0	0	1	1	1	0	0	0	1	0	0
Múgyes	Múgyesnek	1	1	0	0	0	0	0	0	0	0	0
Mávattsiks	Mávattsiksnak	1	0	1	0	0	0	0	0	1	1	0
Mávattsiks	Mávattsiksnek	0	1	0	0	0	0	0	0	0	0	0
juzalé	juzalénak	1	0	1	1	0	0	0	0	0	0	0
juzalé	juzalének	0	1	0	0	0	0	0	0	0	0	0
nyis	nyisnak	1	0	1	0	0	0	0	0	1	0	0
nyis	nyisnek	0	0	0	0	0	0	0	0	0	0	0
háráver	hárávernak	0	0	1	1	1	0	0	1	0	0	0
háráver	hárávernek	1	1	0	0	0	0	0	0	0	0	0
Bókték	Bóktéknak	1	0	1	1	0	0	0	0	0	0	0
Bókték	Bóktéknek	0	1	0	0	0	0	0	0	0	0	0
cses	csesnak	0	0	1	1	1	0	0	0	1	0	0
cses	csesnek	1	0	0	0	0	0	0	0	0	0	0
Tebb	Tebbnak	0	0	1	1	1	0	1	0	0	1	0
Tebb	Tebbnek	1	0	0	0	0	0	0	0	0	0	0
gyasegyint	gyasegyintnak	0	0	1	0	0	1	0	0	0	1	0
gyasegyint	gyasegyintnek	1	1	0	0	0	0	0	0	0	0	0
lájér	lájérnak	0	0	1	1	0	0	0	1	0	0	0
lájér	lájérnek	1	1	0	0	0	0	0	0	0	0	0
traldanins	traldaninsnak	1	0	1	0	0	0	0	0	1	1	0
traldanins	traldaninsnek	0	1	0	0	0	0	0	0	0	0	0
Szezs	Szezsnak	0	0	1	1	1	0	0	0	1	0	0
Szezs	Szezsnek	1	0	0	0	0	0	0	0	0	0	0
Ádsekszell	Ádsekszellnak	0	0	1	1	1	1	0	1	0	1	0
Ádsekszell	Ádsekszellnek	1	1	0	0	0	0	0	0	0	0	0
Lapeng	Lapengnak	0	0	1	1	1	0	0	0	0	1	0
Lapeng	Lapengnek	1	1	0	0	0	0	0	0	0	0	0
Konzem	Konzemnak	0	0	1	1	1	0	1	0	0	0	0
Konzem	Konzemnek	1	1	0	0	0	0	0	0	0	0	0
gaszedel	gaszedelnak	0	0	1	1	1	1	0	1	0	0	0
gaszedel	gaszedelnek	1	1	0	0	0	0	0	0	0	0	0
száttsiked	száttsikednak	0	0	1	1	1	1	0	0	0	0	0
száttsiked	száttsikednek	1	1	0	0	0	0	0	0	0	0	0
hasznollem	hasznollemnak	0	0	1	1	1	0	1	0	0	0	0
hasznollem	hasznollemnek	1	1	0	0	0	0	0	0	0	0	0
Szlind	Szlindnak	0	0	1	0	0	0	0	0	0	1	0
Szlind	Szlindnek	1	0	0	0	0	0	0	0	0	0	0
jaten	jatennak	0	0	1	1	1	0	0	1	0	0	0
jaten	jatennek	1	1	0	0	0	0	0	0	0	0	0
Err	Errnak	0	0	1	1	1	0	0	1	0	1	0
Err	Errnek	1	0	0	0	0	0	0	0	0	0	0
azalimp	azalimpnak	0	0	1	0	0	0	1	0	0	1	0
azalimp	azalimpnek	1	1	0	0	0	0	0	0	0	0	0
kagúli	kagúlinak	1	0	1	0	0	0	0	0	0	0	0
